student_id,study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,gender,performance,final_grade
366,5.0,57.5,79.7,4,5,5.7,91.8,18,Female,High,75.7
367,6.6,100.0,54.8,4,3,8.4,70.5,17,Male,Medium,62.4
368,6.0,75.4,78.1,5,1,9.5,99.5,17,Male,Medium,72.3
369,6.2,72.7,49.5,3,2,5.4,77.3,15,Female,Low,56.1
370,4.1,100.0,96.5,2,2,9.1,100.0,15,Male,Medium,74.9
371,6.1,61.4,58.4,2,3,5.9,100.0,17,Male,Low,67.9
372,7.2,63.1,66.6,5,3,7.5,98.5,17,Female,Medium,65.6
373,9.6,63.6,75.0,4,3,5.1,81.7,16,Male,High,80.6
374,8.4,79.0,61.5,4,1,6.8,92.6,16,Female,Low,66.2
375,11.4,86.5,72.2,3,3,6.8,80.3,16,Female,High,67.5
376,4.1,91.1,78.6,3,0,6.5,47.0,18,Male,Low,69.5
377,8.2,100.0,84.4,5,0,7.6,68.2,17,Female,High,82.7
378,6.5,46.3,81.9,2,3,5.5,62.9,15,Male,Low,66.0
379,11.5,89.1,67.4,4,0,5.7,67.8,18,Female,High,74.0
380,4.0,71.6,67.8,3,2,7.7,100.0,16,Female,Low,61.7
381,3.9,71.2,100.0,1,3,9.0,100.0,17,Female,Medium,79.9
382,4.5,70.7,84.2,4,2,7.0,87.9,15,Male,High,71.0
383,0.7,66.4,56.2,3,0,7.8,94.6,19,Female,Low,52.7
384,4.7,100.0,71.5,4,3,8.1,45.9,15,Male,High,65.0
385,4.1,92.6,65.0,4,4,8.2,93.1,18,Female,Medium,56.1
386,6.4,80.3,68.0,3,3,5.6,96.9,17,Female,High,71.5
387,6.9,100.0,51.6,4,2,5.8,39.7,15,Female,Medium,65.8
388,10.7,57.3,63.8,4,1,6.0,93.8,15,Female,Medium,64.1
389,8.4,60.0,97.2,3,0,9.9,54.4,16,Female,High,65.6
390,4.6,47.3,78.7,4,3,7.8,44.5,18,Male,Medium,58.5
391,3.8,69.5,32.6,4,1,7.7,100.0,15,Female,Low,45.9
392,7.2,82.4,88.3,1,4,7.5,61.9,18,Female,Medium,73.2
393,2.7,81.5,86.3,5,2,5.0,67.1,17,Male,Medium,75.4
394,10.6,82.2,64.6,3,2,9.9,97.8,16,Female,High,67.8
395,8.9,58.8,80.8,5,3,7.7,74.5,15,Male,High,73.0
396,4.8,92.0,57.1,5,3,8.1,76.8,19,Male,Medium,65.6
397,1.7,83.6,62.9,3,3,4.4,76.4,16,Male,Low,59.4
398,9.4,91.0,92.5,3,4,8.2,86.3,15,Male,High,94.0
399,5.7,51.6,65.9,3,5,6.5,75.9,17,Male,Low,59.9
400,9.1,84.7,42.0,3,4,5.0,82.1,16,Male,High,60.5
401,2.0,62.2,69.1,5,3,5.6,70.9,17,Male,Medium,67.0
402,4.5,74.0,68.8,4,3,5.1,86.3,15,Male,Medium,60.0
403,6.0,88.0,88.0,2,3,5.1,85.6,19,Male,Medium,74.8
404,6.1,81.4,70.2,4,1,7.1,100.0,17,Male,Medium,66.0
405,4.9,67.2,63.7,5,1,6.4,73.1,19,Male,Medium,61.5
406,7.6,80.1,85.7,4,0,7.5,76.7,16,Male,High,75.1
407,3.3,57.0,71.8,4,1,9.5,84.3,16,Female,Medium,64.5
408,5.6,97.3,58.7,4,2,6.8,97.4,19,Female,Medium,72.8
409,6.3,76.9,87.3,3,1,4.0,60.4,16,Female,Medium,67.4
410,7.3,96.8,72.9,3,4,6.6,81.9,17,Male,High,68.2
411,7.8,72.1,70.0,4,3,8.8,34.9,15,Male,High,77.3
412,3.2,72.1,72.7,3,0,6.9,75.1,19,Female,Low,60.3
413,2.2,68.5,53.9,4,1,9.3,99.3,15,Male,Low,56.0
414,9.2,93.1,62.1,4,3,7.7,66.9,18,Male,High,64.5
415,6.8,69.4,70.1,4,3,4.2,83.2,17,Female,Medium,67.7
416,4.1,89.7,67.1,3,4,7.2,70.5,15,Male,Medium,69.1
417,9.9,74.3,89.1,2,5,7.4,64.5,15,Female,High,74.3
418,6.3,50.4,73.3,3,5,8.6,97.5,19,Female,Medium,70.2
419,8.9,71.4,82.8,3,2,9.7,61.2,18,Male,High,72.5
420,6.2,62.3,70.1,3,1,8.4,85.3,17,Male,Low,55.3
421,11.2,80.5,85.8,4,3,7.7,85.6,17,Male,High,86.1
422,10.4,62.1,76.0,2,1,8.0,64.7,16,Female,Medium,71.8
423,5.4,93.9,70.2,3,3,6.7,82.8,17,Male,High,71.2
424,8.4,78.6,69.8,3,2,4.8,63.2,17,Male,Medium,67.2
425,7.6,77.3,55.7,3,3,7.1,89.4,18,Male,Medium,68.6
426,9.4,89.8,77.6,3,1,7.5,56.3,16,Female,Medium,68.1
427,3.6,94.5,69.4,3,2,5.2,73.9,19,Male,Low,62.3
428,7.7,79.7,62.5,5,2,9.0,75.5,15,Male,Medium,63.5
429,8.6,68.4,86.6,2,4,8.5,100.0,15,Female,High,72.3
430,1.6,53.4,51.2,4,1,4.9,82.5,19,Male,Low,41.7
431,3.0,69.7,63.7,5,4,9.0,97.2,17,Male,Medium,60.6
432,0.9,70.7,85.4,3,3,6.5,90.0,16,Female,Low,67.4
433,5.3,81.6,74.7,5,3,5.8,89.9,18,Male,High,67.5
434,7.8,74.8,69.3,2,3,8.6,74.0,17,Male,Medium,60.8
435,9.8,90.3,73.8,3,3,6.9,98.4,15,Male,High,85.6
436,6.2,70.8,72.7,3,1,9.8,73.6,17,Female,Medium,68.5
437,10.1,79.1,47.3,1,1,5.7,48.9,16,Female,Low,49.5
438,2.5,97.8,64.8,3,4,4.4,76.1,15,Female,Medium,68.3
439,1.7,85.1,94.2,3,3,6.6,88.2,16,Female,Medium,67.7
440,5.9,79.1,60.1,4,1,8.2,51.1,17,Male,Medium,62.7
441,7.0,71.0,65.2,5,3,5.6,64.1,15,Female,Medium,68.4
442,5.9,70.5,61.9,2,2,5.0,57.8,18,Male,Low,64.1
443,0.8,67.2,68.7,3,1,7.3,94.2,17,Male,Low,52.0
444,5.8,71.9,61.3,3,2,4.8,100.0,16,Male,Medium,62.1
445,2.7,91.3,77.3,3,1,7.5,76.2,17,Male,Low,67.6
446,7.7,76.7,73.0,4,0,6.5,89.6,18,Female,High,76.9
447,6.9,59.8,81.6,3,2,7.7,89.1,17,Male,Medium,70.5
448,3.7,100.0,54.2,1,2,4.9,100.0,16,Female,Low,60.8
449,4.7,84.8,64.9,4,0,8.9,68.3,15,Female,Medium,74.0
450,3.4,58.9,66.6,5,2,6.7,76.0,18,Female,Low,60.6
451,5.8,73.4,76.8,3,1,8.1,73.9,16,Male,Medium,64.3
452,8.4,81.7,58.1,4,0,8.4,81.4,15,Female,Medium,64.8
453,3.5,100.0,83.7,2,1,5.3,100.0,17,Male,Low,62.8
454,7.3,63.4,87.8,3,1,8.3,80.6,16,Male,Medium,77.5
455,4.7,94.6,55.2,3,1,4.9,64.6,19,Female,Low,53.5
456,4.0,100.0,62.6,3,3,4.9,59.2,18,Male,Medium,61.5
457,5.7,70.6,62.0,5,2,9.9,100.0,17,Female,Medium,59.8
458,3.4,75.8,100.0,3,1,8.7,64.5,18,Male,Medium,73.2
459,4.6,64.5,63.6,2,1,10.1,91.9,17,Male,Low,51.7
460,3.0,76.9,95.2,3,1,6.4,67.8,18,Male,Medium,74.8
461,10.9,79.5,51.0,3,3,7.2,57.2,17,Male,High,68.2
462,6.1,89.9,55.2,4,2,7.8,90.9,15,Female,Medium,63.1
463,4.3,96.4,59.7,3,1,7.0,68.6,19,Female,Low,51.9
464,6.5,68.8,57.3,3,2,5.9,87.7,18,Female,Medium,58.3
465,5.7,50.5,66.0,4,2,5.7,89.0,19,Male,Low,51.8
466,5.4,79.7,59.4,3,0,7.3,89.8,18,Male,Low,64.1
467,7.5,84.4,57.7,2,3,5.4,75.2,17,Male,Medium,61.7
468,7.9,83.7,87.4,1,2,5.4,92.4,16,Female,Medium,80.8
469,4.7,75.1,88.4,3,0,7.6,63.4,16,Female,Medium,68.7
470,4.6,81.9,84.2,2,3,6.9,35.8,15,Female,Low,57.7
471,5.3,100.0,77.9,3,3,8.4,92.7,16,Female,High,70.3
472,0.2,85.7,71.4,4,3,6.4,83.0,17,Female,Low,62.6
473,2.2,74.4,62.5,4,2,6.1,69.0,17,Male,Low,56.7
474,9.4,72.5,55.7,4,2,7.6,53.5,16,Female,Medium,65.6
475,10.1,77.5,75.4,5,2,5.8,43.3,17,Male,High,77.1
476,5.4,100.0,52.4,3,3,6.0,80.9,16,Female,Low,56.0
477,7.4,77.3,55.1,5,2,6.1,100.0,17,Male,High,59.7
478,6.8,79.7,87.3,3,0,6.7,77.5,19,Male,Low,65.5
479,12.0,72.8,98.5,3,3,9.7,73.5,17,Female,High,88.8
480,8.8,96.5,75.9,3,3,4.9,79.6,15,Male,High,77.7
481,5.7,100.0,86.6,2,2,8.9,100.0,17,Male,Medium,68.1
482,3.6,86.8,66.3,5,4,8.1,93.5,18,Male,High,75.7
483,2.0,81.2,49.9,2,3,9.4,63.2,17,Male,Low,54.6
484,6.5,80.6,79.2,3,1,11.7,80.5,19,Male,High,67.9
485,4.1,44.2,78.5,3,4,9.1,86.0,15,Male,Low,65.1
486,2.4,91.2,71.1,2,2,8.4,61.0,16,Male,Low,60.1
487,4.4,82.0,66.4,2,3,5.0,93.7,16,Male,Low,56.6
488,3.3,86.4,84.4,1,3,5.2,65.3,18,Male,Low,57.6
489,10.2,69.3,55.2,3,2,7.5,52.8,17,Female,Medium,64.6
490,8.2,74.2,58.4,5,2,4.5,81.4,15,Female,Medium,57.9
491,6.0,73.8,54.9,3,4,7.9,78.5,16,Male,Medium,69.3
492,9.7,95.3,71.3,2,1,4.0,80.0,17,Female,High,78.3
493,6.2,74.3,53.7,4,1,8.7,66.2,19,Male,Low,60.1
494,3.8,100.0,59.7,5,2,6.5,68.7,16,Female,High,69.9
495,9.8,86.5,59.4,3,4,7.2,100.0,16,Female,High,66.2
496,7.3,60.9,66.1,3,4,5.9,87.9,17,Female,Medium,56.8
497,3.4,78.1,47.7,5,1,4.2,62.8,16,Female,Low,51.0
498,5.5,70.2,71.3,2,4,8.9,44.9,17,Female,Low,54.6
499,3.8,47.1,88.7,3,1,9.0,63.5,17,Male,Low,68.3
500,2.5,100.0,72.0,3,5,6.5,82.8,17,Male,High,65.6
501,8.3,90.5,93.1,5,2,8.0,68.6,19,Male,High,83.0
502,10.8,88.0,90.0,5,0,6.4,67.2,16,Male,High,82.8
503,2.5,82.5,81.7,4,0,7.4,69.4,18,Male,Low,67.9
504,7.4,59.3,71.1,3,1,8.1,78.7,19,Male,Low,63.4
505,4.4,72.7,70.3,3,1,7.8,94.1,16,Female,Low,59.0
506,4.8,92.6,81.5,3,3,9.0,80.0,15,Male,High,66.7
507,4.5,64.2,64.1,5,1,7.8,81.1,18,Male,Medium,63.6
508,3.8,42.0,41.8,5,5,7.0,76.0,18,Female,Medium,48.2
509,6.1,76.6,77.4,3,3,5.9,71.0,16,Female,Medium,74.8
510,3.9,77.9,53.0,4,3,6.3,96.1,17,Female,Low,59.9
511,6.7,82.0,55.6,2,1,8.2,93.4,17,Female,Low,62.4
512,5.9,90.9,70.0,3,4,4.7,100.0,16,Male,High,63.7
513,5.4,89.6,68.6,4,3,8.7,91.0,18,Male,High,69.5
514,3.7,83.9,48.8,3,4,6.6,71.0,17,Female,Low,49.6
515,4.6,97.9,72.5,3,5,5.8,63.7,18,Male,Low,63.1
516,7.9,57.2,84.5,1,1,5.4,97.2,17,Male,Low,61.7
517,7.3,87.6,53.1,4,0,8.0,65.3,17,Male,Low,55.4
518,3.6,89.4,89.1,5,3,7.0,94.6,17,Female,High,68.3
519,6.2,61.4,46.6,5,4,9.4,66.3,16,Female,Medium,59.1
520,7.9,57.5,100.0,4,2,5.1,86.3,18,Female,High,70.4
521,1.8,68.8,63.8,3,2,6.1,60.9,17,Male,Low,66.6
522,7.4,70.1,72.2,3,3,6.9,94.0,18,Female,Medium,65.8
523,4.3,91.3,41.6,5,2,5.9,57.8,18,Female,Medium,59.1
524,7.4,70.8,69.1,4,1,7.0,84.9,17,Female,High,72.2
525,4.1,67.2,73.4,4,2,7.5,76.4,16,Male,Medium,59.2
526,1.5,70.8,68.7,4,1,7.7,81.8,19,Female,Low,56.4
527,1.9,96.8,61.6,4,2,9.3,72.9,16,Female,Medium,63.4
528,6.1,80.2,55.8,1,5,5.0,72.5,19,Male,Low,55.0
529,6.6,77.3,87.0,3,3,7.5,82.8,17,Male,High,71.8
530,3.7,78.3,70.5,4,4,6.0,62.0,15,Male,Low,65.4
531,7.6,99.4,93.1,5,3,7.6,61.9,18,Male,High,85.5
532,1.8,68.8,62.1,4,2,7.6,73.5,18,Male,Low,57.9
533,5.8,99.7,63.5,3,3,5.5,72.8,18,Female,Medium,65.0
534,3.0,83.2,82.2,3,4,5.6,61.9,15,Female,Medium,66.5
535,4.4,77.6,45.7,4,4,7.8,96.6,18,Female,Medium,56.2
536,6.1,100.0,51.8,4,3,7.0,74.0,17,Male,High,54.5
537,3.8,64.2,86.5,4,1,6.7,75.9,17,Male,Low,64.4
538,5.0,74.7,52.4,3,0,8.0,56.1,19,Male,Low,50.4
539,8.5,61.5,42.7,5,1,8.1,100.0,17,Male,Medium,58.8
540,4.6,94.3,98.0,4,5,6.2,100.0,15,Male,High,83.8
541,8.1,100.0,49.1,4,2,5.7,66.0,17,Female,High,58.5
542,3.2,100.0,72.8,3,4,5.1,100.0,17,Female,Medium,61.7
543,7.3,98.4,71.0,3,2,7.1,78.3,18,Female,High,79.0
544,9.6,77.0,27.8,5,3,4.9,100.0,16,Male,Medium,52.3
545,0.0,74.5,66.0,2,0,7.1,86.1,18,Female,Low,54.2
546,4.0,54.9,76.7,3,1,8.8,81.8,18,Male,Low,65.0
547,7.4,100.0,75.3,3,2,6.5,35.0,15,Male,High,69.9
548,5.5,87.0,83.6,4,3,6.2,64.2,15,Female,High,71.7
549,6.9,72.6,64.2,3,1,10.0,80.4,17,Male,Medium,61.7
550,4.5,99.9,80.7,3,3,9.3,83.6,18,Female,High,69.2
551,6.2,65.4,59.7,5,2,5.9,58.1,17,Male,Medium,62.9
552,5.6,86.1,48.8,4,3,7.2,66.9,18,Male,Medium,51.4
553,8.9,77.4,50.5,2,0,7.5,90.0,17,Female,Low,55.2
554,6.6,89.6,48.1,2,3,7.3,55.1,17,Male,Medium,61.1
555,6.8,79.0,85.1,5,1,9.7,82.4,15,Female,High,79.3
556,5.0,58.2,47.3,2,3,7.1,100.0,15,Female,Low,55.3
557,4.8,81.1,74.1,4,2,7.4,86.9,18,Female,Low,67.2
558,4.9,95.7,66.0,3,3,8.0,86.0,18,Female,Medium,67.9
559,7.0,79.6,68.5,5,4,8.8,43.6,17,Female,High,72.3
560,4.9,91.6,90.5,4,0,8.4,65.2,17,Female,High,74.7
561,6.7,64.3,63.4,4,0,7.8,100.0,17,Female,Low,63.1
562,11.2,79.6,79.2,1,3,4.7,69.2,15,Female,High,74.8
563,8.2,70.6,70.6,5,3,6.3,100.0,17,Female,High,72.7
564,5.2,91.2,67.7,3,1,8.2,69.0,17,Male,Medium,59.4
565,9.0,80.5,100.0,5,2,7.4,75.0,17,Male,High,88.0
566,5.0,90.4,48.4,3,0,8.2,89.3,17,Male,Low,57.1
567,0.9,96.3,89.3,4,1,9.8,81.8,18,Female,Low,68.1
568,3.5,90.4,79.8,2,2,5.2,86.9,16,Male,Low,64.0
569,1.3,84.1,62.8,4,3,8.7,65.3,16,Male,Low,56.3
570,5.1,65.0,94.4,3,2,6.5,59.5,16,Male,Medium,73.5
571,6.0,80.0,42.3,3,2,8.4,64.1,18,Female,Low,52.2
572,10.2,72.0,62.2,2,4,6.9,70.4,17,Male,High,67.1
573,6.8,74.8,51.9,2,2,10.2,75.9,16,Female,Low,52.8
574,5.5,74.4,76.2,2,3,7.2,98.7,19,Male,Low,68.8
575,8.1,65.3,53.3,3,4,6.0,81.6,17,Female,High,61.5
576,0.5,50.6,76.5,5,1,7.6,88.7,15,Female,Low,66.7
577,6.6,70.0,67.2,3,2,7.5,82.5,17,Male,Medium,65.8
578,7.9,82.9,62.8,4,5,8.7,59.9,18,Female,High,71.4
579,2.3,59.8,75.8,2,5,7.7,80.3,17,Female,Low,66.1
580,8.9,80.2,66.0,4,1,10.7,82.4,17,Male,Medium,62.9
581,6.8,100.0,53.7,3,0,6.8,93.7,16,Male,Medium,64.7
582,5.0,95.3,100.0,5,1,6.9,60.8,16,Female,High,83.1
583,7.6,100.0,62.7,4,2,6.1,43.3,16,Female,High,69.2
584,11.7,85.9,36.7,3,2,7.1,83.2,16,Male,High,56.5
585,6.5,97.5,57.4,4,3,7.3,86.4,17,Female,High,64.8
586,6.6,69.1,51.0,2,4,7.4,76.8,17,Male,Low,46.4
587,4.9,70.3,82.4,4,2,7.1,80.5,17,Female,Low,63.7
588,3.9,38.9,74.8,2,3,6.1,95.8,17,Female,Low,54.3
589,8.1,97.8,76.0,3,0,5.7,71.7,16,Male,Medium,66.4
590,3.9,100.0,64.4,3,0,6.4,75.0,15,Male,Low,58.2
591,6.2,71.7,65.8,4,2,8.7,81.4,16,Female,High,67.7
592,4.8,76.2,64.4,3,0,9.0,58.0,16,Female,Low,57.4
593,7.2,68.7,68.8,4,2,6.9,77.3,18,Male,Medium,67.4
594,6.8,85.7,82.5,3,4,5.6,78.9,18,Female,High,75.5
595,8.6,96.9,75.0,2,1,6.9,100.0,18,Male,High,74.6
596,4.7,53.9,77.5,4,3,10.1,74.6,17,Male,Low,64.8
597,5.3,86.1,77.5,4,2,8.5,83.6,16,Male,High,72.3
598,3.6,75.8,83.3,5,0,7.8,96.5,18,Male,Low,71.4
599,4.9,81.7,74.3,4,2,8.4,64.9,17,Male,Medium,69.0
600,6.9,86.9,75.4,4,3,9.3,100.0,15,Male,High,70.5
601,7.9,77.2,87.8,4,2,5.3,100.0,19,Female,High,78.9
602,3.7,78.4,60.0,2,3,6.4,79.5,15,Male,Low,47.1
603,8.2,76.8,57.2,2,4,6.2,70.3,17,Female,Low,50.1
604,9.4,94.6,52.2,2,3,7.9,100.0,17,Female,High,65.8
605,7.0,86.3,72.7,3,1,7.2,94.3,18,Male,Medium,66.3
606,10.7,83.3,42.2,3,3,8.1,81.5,19,Male,High,59.9
607,4.1,60.9,76.9,5,2,6.2,100.0,19,Female,Medium,60.0
608,2.9,74.3,68.4,3,3,9.1,100.0,17,Female,Low,61.1
609,1.6,93.5,87.0,4,2,6.9,73.9,17,Male,Low,64.6
610,9.7,80.6,59.9,4,1,8.0,84.5,15,Female,High,69.2
611,7.6,89.9,67.0,3,2,8.8,90.4,17,Female,High,64.9
612,5.9,100.0,86.8,2,2,8.7,80.5,18,Male,Medium,67.9
613,6.7,95.6,90.7,3,2,7.5,55.0,17,Male,High,79.1
614,3.2,81.4,59.8,4,4,8.2,63.1,15,Female,Medium,59.3
615,12.0,72.3,72.7,5,4,9.6,55.6,16,Female,High,84.8
616,6.3,41.7,74.4,3,2,7.8,88.9,17,Male,Low,65.7
617,6.3,77.5,75.6,5,2,5.9,58.7,16,Male,High,62.7
618,7.8,75.1,66.1,3,2,7.9,83.5,16,Male,Medium,67.3
619,7.2,85.9,89.2,4,2,6.9,100.0,16,Female,High,75.9
620,6.6,77.7,41.7,4,5,4.0,100.0,16,Female,Medium,54.0
621,4.0,75.2,63.7,2,3,7.7,46.9,15,Male,Low,50.2
622,7.2,53.3,76.7,2,1,7.2,57.0,18,Female,Medium,69.9
623,10.7,65.9,76.9,1,2,8.7,66.0,17,Female,Medium,58.3
624,9.4,87.1,90.3,3,3,5.9,59.0,17,Female,High,88.4
625,10.0,100.0,88.0,4,3,4.7,50.2,17,Male,High,85.6
626,4.7,78.5,65.7,2,2,7.3,79.8,16,Female,Low,57.7
627,3.5,84.9,89.5,4,1,7.6,92.7,18,Male,Low,67.9
628,5.7,94.3,59.3,3,0,7.1,97.2,19,Female,Medium,59.6
629,6.1,67.8,84.0,4,2,7.0,71.5,15,Male,Medium,71.2
630,8.7,85.5,97.2,4,2,5.4,75.1,15,Male,High,81.4
631,1.8,68.9,88.2,4,0,6.8,86.4,17,Male,Low,60.4
632,9.8,93.0,71.6,3,3,6.5,78.0,16,Female,High,71.2
633,5.6,82.3,65.0,3,2,8.6,94.6,19,Male,Medium,68.8
634,4.9,84.5,47.1,4,4,7.6,87.7,17,Female,Medium,59.7
635,3.5,68.3,74.7,2,1,6.6,73.2,16,Female,Low,69.1
636,1.9,90.6,53.3,3,0,9.6,46.6,17,Female,Low,48.5
637,8.1,100.0,58.1,2,2,6.6,100.0,17,Female,Medium,63.0
638,6.2,64.9,52.1,4,1,7.8,67.7,15,Female,Medium,56.9
639,2.8,74.9,63.1,4,4,6.7,86.4,18,Male,Medium,58.7
640,2.8,83.5,69.6,4,0,9.4,45.5,15,Male,Low,55.1
641,5.2,91.8,74.1,3,2,7.1,79.8,19,Female,High,65.6
642,10.2,71.6,61.0,2,4,7.2,81.8,16,Male,Medium,51.8
643,5.4,37.5,86.0,5,2,6.8,82.7,18,Female,Medium,66.8
644,2.2,100.0,66.9,3,0,7.3,100.0,15,Male,Low,57.0
645,5.4,91.4,58.2,3,2,8.8,68.6,17,Female,Low,60.4
646,5.3,53.9,73.4,4,2,8.3,94.8,17,Male,Low,59.2
647,0.0,70.9,99.5,2,1,7.0,89.4,15,Female,Low,61.6
648,5.9,100.0,75.0,2,2,9.6,67.8,17,Female,Medium,73.7
649,5.4,100.0,64.6,3,3,8.3,94.5,16,Male,High,62.1
650,7.7,94.1,47.1,3,4,6.3,77.0,17,Female,High,63.8
651,10.6,77.4,66.7,3,0,4.9,95.8,17,Male,High,72.1
652,8.8,81.2,73.5,5,1,6.4,100.0,18,Male,High,69.3
653,5.3,78.0,64.2,3,1,7.6,82.7,15,Male,Medium,54.2
654,3.2,96.9,45.0,3,2,7.9,74.9,15,Male,Low,59.3
655,12.0,66.9,57.2,4,2,9.0,98.9,17,Female,High,70.0
656,6.1,67.9,91.8,5,3,5.4,100.0,18,Female,High,84.7
657,6.0,95.2,91.5,2,3,6.3,64.1,18,Female,High,77.2
658,5.9,79.3,56.7,4,1,5.2,71.8,17,Female,Low,60.0
659,6.5,100.0,80.1,4,3,5.0,92.2,18,Female,High,67.7
660,5.6,69.9,52.3,2,1,6.1,77.6,18,Male,Low,50.1
661,4.6,79.2,91.1,3,1,7.5,62.8,16,Male,Medium,75.6
662,4.6,66.2,73.7,3,1,8.2,89.7,16,Female,Low,53.6
663,5.9,80.1,84.2,4,1,5.6,92.1,16,Female,High,72.0
664,4.6,57.8,44.3,3,3,5.8,74.0,16,Male,Low,47.5
665,4.2,72.7,80.2,3,2,4.3,81.1,17,Female,Low,60.1
666,6.3,58.5,69.9,4,1,7.3,69.6,17,Female,Low,61.0
667,5.4,90.4,82.8,3,5,5.9,60.3,17,Male,Medium,73.3
668,9.8,90.7,83.7,5,2,9.5,71.1,16,Female,High,85.7
669,0.0,54.0,71.0,5,0,7.6,81.3,18,Male,Low,53.1
670,8.7,100.0,61.0,3,1,6.7,53.4,17,Male,High,62.6
671,9.1,100.0,81.7,5,2,6.0,72.4,17,Male,High,82.2
672,0.8,80.7,69.1,2,5,4.8,81.6,19,Female,Low,62.1
673,5.1,70.4,56.9,1,2,4.9,100.0,16,Female,Low,53.8
674,5.1,100.0,56.2,3,4,6.1,74.4,16,Female,Medium,62.0
675,2.5,60.2,47.8,4,2,6.0,57.6,17,Female,Low,48.4
676,4.1,80.3,62.3,4,2,5.5,76.2,18,Male,Low,60.3
677,3.2,82.7,86.5,3,2,7.6,69.8,15,Female,Medium,72.1
678,10.4,100.0,72.7,2,3,7.8,89.9,18,Female,High,77.7
679,8.3,85.4,62.1,2,2,6.3,73.9,19,Female,High,66.3
680,9.2,72.5,82.1,5,4,9.9,31.2,17,Male,High,86.0
681,7.8,65.7,57.5,5,0,4.4,100.0,16,Male,Medium,54.1
682,3.2,74.9,71.4,4,2,7.1,82.6,17,Male,Low,58.1
683,4.7,64.9,67.3,4,2,6.7,81.6,16,Male,Medium,61.0
684,7.2,80.7,81.7,4,3,6.2,52.3,16,Female,High,66.4
685,2.9,71.5,46.3,3,1,6.0,53.6,18,Male,Low,51.0
686,7.8,57.6,57.2,3,2,7.0,78.3,17,Male,Low,55.5
687,5.4,98.8,45.4,4,2,6.7,86.1,15,Female,Medium,59.5
688,5.1,72.5,66.1,3,3,6.4,92.6,16,Male,Low,60.3
689,7.8,61.0,88.2,1,3,5.1,84.3,17,Male,Medium,76.0
690,7.1,77.5,62.4,5,3,4.6,58.7,17,Female,High,72.3
691,5.1,81.0,62.3,4,2,6.6,34.9,17,Male,Low,51.8
692,8.9,53.8,83.1,3,5,6.4,78.2,18,Female,High,83.5
693,3.3,85.0,86.0,4,3,6.7,70.4,17,Male,Low,66.3
694,7.5,64.3,68.7,5,1,6.8,57.3,19,Female,Medium,66.6
695,7.5,100.0,80.3,2,1,6.2,94.9,19,Female,Medium,69.6
696,5.2,87.9,53.8,3,2,6.7,51.6,15,Female,Low,55.6
697,6.8,74.0,90.7,3,2,5.7,91.1,16,Male,Medium,76.4
698,2.9,68.8,100.0,3,4,9.3,54.6,16,Female,Medium,81.3
699,8.3,78.4,77.8,4,3,5.8,82.4,16,Female,High,78.6
700,5.5,89.2,38.7,3,4,6.4,96.8,16,Male,Medium,53.4
701,4.7,79.6,61.6,2,1,5.9,73.9,17,Female,Low,55.3
702,8.6,76.7,79.2,2,2,5.9,100.0,15,Female,Medium,64.9
703,4.2,80.9,63.7,1,1,7.0,100.0,15,Female,Low,58.3
704,2.5,70.9,89.1,3,1,6.8,84.3,15,Female,Low,71.4
705,2.1,74.9,78.8,4,3,6.3,89.7,15,Male,Low,63.7
706,7.5,48.7,59.4,3,1,6.6,99.1,17,Female,Low,64.7
707,2.8,94.6,70.5,4,3,5.9,89.8,16,Female,Medium,72.0
708,10.4,84.5,56.6,4,3,7.6,87.9,19,Female,High,80.7
709,0.8,68.4,67.3,3,3,10.1,70.6,15,Male,Low,52.9
710,10.2,100.0,61.7,4,1,5.7,49.6,19,Male,High,70.5
711,6.5,81.3,87.6,4,3,7.6,55.0,15,Female,High,76.2
712,5.8,64.5,100.0,3,5,7.1,100.0,17,Female,High,94.8
713,4.6,92.9,48.5,3,4,8.0,85.8,16,Male,Medium,59.3
714,7.0,86.0,41.2,4,3,8.0,75.6,18,Female,Medium,62.2
715,5.9,85.9,66.3,5,3,7.3,100.0,15,Male,High,72.8
716,8.8,73.6,47.2,3,2,6.9,66.5,19,Female,Medium,56.2
717,6.3,86.8,70.7,3,3,6.3,90.5,15,Male,High,71.5
718,6.4,76.1,81.2,3,3,5.9,81.4,16,Female,Medium,73.0
719,5.1,88.3,92.4,2,3,6.9,88.3,17,Female,Medium,80.9
720,5.9,51.4,73.0,4,3,5.1,73.9,18,Male,Low,59.6
721,6.8,73.5,67.1,3,2,6.1,62.6,19,Female,Medium,60.7
722,1.7,100.0,40.3,2,1,8.7,65.2,17,Male,Low,49.5
723,2.6,68.5,70.4,3,2,7.1,65.9,18,Female,Low,46.5
724,7.9,70.9,71.1,1,1,8.3,79.9,18,Female,Low,63.3
725,6.4,73.3,79.6,3,2,9.2,52.0,17,Male,Low,70.1
726,5.5,61.8,59.4,2,0,6.7,57.5,17,Male,Low,51.6
727,6.0,46.9,63.5,1,2,7.3,82.4,15,Male,Low,52.4
728,6.9,76.5,47.8,4,3,6.5,77.7,17,Female,Medium,54.3
729,4.7,82.0,35.6,5,2,5.8,83.4,18,Female,Low,56.9
730,4.1,79.2,53.4,3,0,5.6,79.2,17,Female,Low,49.3
731,6.5,77.8,46.4,3,2,8.3,100.0,18,Female,Low,50.4
